step time inner_iter continuity_l2 mom_u_l2 mom_v_l2
1900 1.885466e+00 1 3.817878e-05 9.615753e-12 1.203448e-15
1910 1.895189e+00 1 3.741287e-05 1.190128e-11 1.201557e-15
1920 1.904907e+00 1 3.666234e-05 1.235250e-11 1.195641e-15
1930 1.914622e+00 1 3.592717e-05 1.206429e-11 1.187668e-15
1940 1.924332e+00 1 3.520708e-05 1.178389e-11 1.179938e-15
1950 1.934039e+00 1 3.450181e-05 1.151106e-11 1.172440e-15
1960 1.943742e+00 1 3.381114e-05 1.124561e-11 1.165164e-15
1970 1.953441e+00 1 3.313485e-05 1.098731e-11 1.158099e-15
1980 1.963136e+00 1 3.247270e-05 1.073597e-11 1.151236e-15
1990 1.972827e+00 1 3.182447e-05 1.049140e-11 1.144568e-15
2000 1.982514e+00 1 3.118996e-05 1.025341e-11 1.138084e-15
2010 1.992197e+00 1 3.056893e-05 1.007519e-11 1.131914e-15
2020 2.001877e+00 1 2.996118e-05 9.858347e-12 1.125674e-15
2030 2.011552e+00 1 2.936649e-05 9.637465e-12 1.119695e-15
2040 2.021224e+00 1 2.878473e-05 1.048886e-11 1.115811e-15
2050 2.030891e+00 1 2.821551e-05 1.043695e-11 1.110583e-15
2060 2.040555e+00 1 2.765877e-05 1.020549e-11 1.104880e-15
2070 2.050215e+00 1 2.711433e-05 9.979296e-12 1.098774e-15
2080 2.059870e+00 1 2.658211e-05 1.264698e-11 1.100015e-15
2090 2.069522e+00 1 2.606161e-05 1.234558e-11 1.094152e-15
2100 2.079170e+00 1 2.555289e-05 1.207172e-11 1.088457e-15
2110 2.088814e+00 1 2.505573e-05 1.180478e-11 1.082938e-15
2120 2.098454e+00 1 2.456991e-05 1.154458e-11 1.077587e-15
2130 2.108091e+00 1 2.409521e-05 1.129094e-11 1.072398e-15
2140 2.117723e+00 1 2.363147e-05 1.104369e-11 1.067362e-15
2150 2.127351e+00 1 2.317850e-05 1.080267e-11 1.062472e-15
2160 2.136976e+00 1 2.273612e-05 1.056770e-11 1.057723e-15
2170 2.146597e+00 1 2.230417e-05 1.033864e-11 1.053108e-15
2180 2.156213e+00 1 2.188249e-05 1.011532e-11 1.048622e-15
2190 2.165826e+00 1 2.147091e-05 9.897600e-12 1.044258e-15
2200 2.175435e+00 1 2.106931e-05 1.020727e-11 1.040799e-15
2210 2.185040e+00 1 2.067755e-05 1.083089e-11 1.037666e-15
2220 2.194641e+00 1 2.029537e-05 1.068397e-11 1.033560e-15
2230 2.204238e+00 1 1.992284e-05 1.045842e-11 1.029506e-15
2240 2.213831e+00 1 1.955976e-05 1.023842e-11 1.025562e-15
2250 2.223421e+00 1 1.920611e-05 1.243590e-11 1.026603e-15
2260 2.233006e+00 1 1.886126e-05 1.217311e-11 1.022414e-15
2270 2.242588e+00 1 1.852551e-05 1.191659e-11 1.018357e-15
2280 2.252165e+00 1 1.819858e-05 1.166619e-11 1.014428e-15
2290 2.261739e+00 1 1.788033e-05 1.142175e-11 1.010619e-15
2300 2.271309e+00 1 1.757064e-05 1.118312e-11 1.006926e-15
2310 2.280875e+00 1 1.726938e-05 1.095015e-11 1.003344e-15
2320 2.290437e+00 1 1.697643e-05 1.072272e-11 9.998673e-16
2330 2.299995e+00 1 1.669172e-05 1.077760e-11 9.965492e-16
