step time f_darcy f_darcy_dpdx tau_avg u_bulk reynolds
1560 1.552577e+00 5.459143e-02 1.104160e-01 1.409085e-03 4.544136e-01 6.058848e+03
1570 1.562432e+00 5.451920e-02 1.103474e-01 1.408096e-03 4.545550e-01 6.060733e+03
1580 1.572283e+00 5.444707e-02 1.102788e-01 1.407108e-03 4.546963e-01 6.062618e+03
1590 1.582131e+00 5.437506e-02 1.102102e-01 1.406121e-03 4.548377e-01 6.064503e+03
1600 1.591974e+00 5.430317e-02 1.101417e-01 1.405136e-03 4.549792e-01 6.066389e+03
1610 1.601814e+00 5.423142e-02 1.100732e-01 1.404152e-03 4.551207e-01 6.068276e+03
1620 1.611650e+00 5.415982e-02 1.100048e-01 1.403170e-03 4.552622e-01 6.070163e+03
1630 1.621481e+00 5.408836e-02 1.099364e-01 1.402191e-03 4.554038e-01 6.072051e+03
1640 1.631309e+00 5.401706e-02 1.098681e-01 1.401214e-03 4.555454e-01 6.073939e+03
1650 1.641133e+00 5.394593e-02 1.097998e-01 1.400239e-03 4.556871e-01 6.075828e+03
1660 1.650954e+00 5.387497e-02 1.097315e-01 1.399267e-03 4.558288e-01 6.077717e+03
1670 1.660770e+00 5.380420e-02 1.096633e-01 1.398298e-03 4.559705e-01 6.079607e+03
1680 1.670582e+00 5.373361e-02 1.095951e-01 1.397332e-03 4.561123e-01 6.081498e+03
1690 1.680391e+00 5.366321e-02 1.095270e-01 1.396369e-03 4.562542e-01 6.083389e+03
1700 1.690195e+00 5.359302e-02 1.094589e-01 1.395410e-03 4.563960e-01 6.085280e+03
1710 1.699996e+00 5.352303e-02 1.093909e-01 1.394455e-03 4.565379e-01 6.087172e+03
1720 1.709793e+00 5.345326e-02 1.093229e-01 1.393503e-03 4.566799e-01 6.089065e+03
1730 1.719586e+00 5.338370e-02 1.092549e-01 1.392555e-03 4.568219e-01 6.090958e+03
1740 1.729375e+00 5.331437e-02 1.091870e-01 1.391612e-03 4.569639e-01 6.092852e+03
1750 1.739160e+00 5.324527e-02 1.091192e-01 1.390672e-03 4.571059e-01 6.094746e+03
1760 1.748941e+00 5.317640e-02 1.090514e-01 1.389737e-03 4.572480e-01 6.096640e+03
1770 1.758718e+00 5.310778e-02 1.089836e-01 1.388807e-03 4.573902e-01 6.098536e+03
1780 1.768491e+00 5.303939e-02 1.089159e-01 1.387881e-03 4.575323e-01 6.100431e+03
1790 1.778261e+00 5.297126e-02 1.088482e-01 1.386959e-03 4.576745e-01 6.102327e+03
1800 1.788026e+00 5.290337e-02 1.087806e-01 1.386043e-03 4.578168e-01 6.104224e+03
1810 1.797788e+00 5.283575e-02 1.087130e-01 1.385132e-03 4.579590e-01 6.106120e+03
1820 1.807546e+00 5.276838e-02 1.086455e-01 1.384226e-03 4.581013e-01 6.108018e+03
1830 1.817299e+00 5.270128e-02 1.085780e-01 1.383325e-03 4.582437e-01 6.109916e+03
1840 1.827049e+00 5.263444e-02 1.085106e-01 1.382429e-03 4.583860e-01 6.111814e+03
1850 1.836795e+00 5.256788e-02 1.084432e-01 1.381539e-03 4.585284e-01 6.113713e+03
1860 1.846537e+00 5.250159e-02 1.083759e-01 1.380654e-03 4.586709e-01 6.115612e+03
1870 1.856275e+00 5.243557e-02 1.083086e-01 1.379774e-03 4.588133e-01 6.117511e+03
1880 1.866010e+00 5.236983e-02 1.082413e-01 1.378901e-03 4.589558e-01 6.119411e+03
1890 1.875740e+00 5.230437e-02 1.081741e-01 1.378033e-03 4.590983e-01 6.121311e+03
1900 1.885466e+00 5.223920e-02 1.081070e-01 1.377170e-03 4.592409e-01 6.123212e+03
1910 1.895189e+00 5.217431e-02 1.080399e-01 1.376314e-03 4.593835e-01 6.125113e+03
1920 1.904907e+00 5.210971e-02 1.079728e-01 1.375463e-03 4.595261e-01 6.127014e+03
1930 1.914622e+00 5.204539e-02 1.079058e-01 1.374618e-03 4.596687e-01 6.128916e+03
1940 1.924332e+00 5.198137e-02 1.078389e-01 1.373780e-03 4.598114e-01 6.130818e+03
1950 1.934039e+00 5.191764e-02 1.077720e-01 1.372947e-03 4.599540e-01 6.132720e+03
1960 1.943742e+00 5.185420e-02 1.077052e-01 1.372121e-03 4.600967e-01 6.134623e+03
1970 1.953441e+00 5.179106e-02 1.076384e-01 1.371300e-03 4.602395e-01 6.136526e+03
1980 1.963136e+00 5.172821e-02 1.075716e-01 1.370486e-03 4.603822e-01 6.138430e+03
1990 1.972827e+00 5.166566e-02 1.075049e-01 1.369678e-03 4.605250e-01 6.140333e+03
2000 1.982514e+00 5.160341e-02 1.074383e-01 1.368876e-03 4.606678e-01 6.142237e+03
2010 1.992197e+00 5.154145e-02 1.073717e-01 1.368080e-03 4.608106e-01 6.144141e+03
2020 2.001877e+00 5.147980e-02 1.073052e-01 1.367291e-03 4.609534e-01 6.146046e+03
2030 2.011552e+00 5.141844e-02 1.072387e-01 1.366508e-03 4.610963e-01 6.147951e+03
2040 2.021224e+00 5.135738e-02 1.071723e-01 1.365731e-03 4.612392e-01 6.149856e+03
2050 2.030891e+00 5.129663e-02 1.071059e-01 1.364961e-03 4.613821e-01 6.151761e+03
2060 2.040555e+00 5.123617e-02 1.070396e-01 1.364197e-03 4.615250e-01 6.153666e+03
2070 2.050215e+00 5.117602e-02 1.069733e-01 1.363439e-03 4.616679e-01 6.155572e+03
2080 2.059870e+00 5.111616e-02 1.069071e-01 1.362688e-03 4.618109e-01 6.157478e+03
2090 2.069522e+00 5.105661e-02 1.068409e-01 1.361944e-03 4.619538e-01 6.159384e+03
2100 2.079170e+00 5.099736e-02 1.067748e-01 1.361205e-03 4.620968e-01 6.161291e+03
2110 2.088814e+00 5.093840e-02 1.067088e-01 1.360473e-03 4.622398e-01 6.163197e+03
2120 2.098454e+00 5.087975e-02 1.066428e-01 1.359748e-03 4.623828e-01 6.165104e+03
2130 2.108091e+00 5.082140e-02 1.065769e-01 1.359029e-03 4.625258e-01 6.167011e+03
2140 2.117723e+00 5.076335e-02 1.065110e-01 1.358316e-03 4.626689e-01 6.168918e+03
2150 2.127351e+00 5.070560e-02 1.064451e-01 1.357610e-03 4.628119e-01 6.170825e+03
2160 2.136976e+00 5.064815e-02 1.063794e-01 1.356910e-03 4.629549e-01 6.172733e+03
2170 2.146597e+00 5.059099e-02 1.063136e-01 1.356217e-03 4.630980e-01 6.174640e+03
2180 2.156213e+00 5.053414e-02 1.062480e-01 1.355530e-03 4.632411e-01 6.176548e+03
2190 2.165826e+00 5.047758e-02 1.061824e-01 1.354849e-03 4.633842e-01 6.178456e+03
2200 2.175435e+00 5.042131e-02 1.061168e-01 1.354175e-03 4.635273e-01 6.180364e+03
2210 2.185040e+00 5.036535e-02 1.060513e-01 1.353507e-03 4.636704e-01 6.182272e+03
2220 2.194641e+00 5.030968e-02 1.059859e-01 1.352846e-03 4.638135e-01 6.184180e+03
2230 2.204238e+00 5.025430e-02 1.059205e-01 1.352191e-03 4.639566e-01 6.186088e+03
2240 2.213831e+00 5.019922e-02 1.058552e-01 1.351542e-03 4.640997e-01 6.187996e+03
2250 2.223421e+00 5.014442e-02 1.057900e-01 1.350900e-03 4.642428e-01 6.189904e+03
2260 2.233006e+00 5.008992e-02 1.057248e-01 1.350264e-03 4.643860e-01 6.191813e+03
2270 2.242588e+00 5.003572e-02 1.056596e-01 1.349634e-03 4.645291e-01 6.193721e+03
2280 2.252165e+00 4.998180e-02 1.055945e-01 1.349011e-03 4.646722e-01 6.195630e+03
2290 2.261739e+00 4.992817e-02 1.055295e-01 1.348393e-03 4.648154e-01 6.197538e+03
2300 2.271309e+00 4.987483e-02 1.054645e-01 1.347782e-03 4.649585e-01 6.199447e+03
2310 2.280875e+00 4.982177e-02 1.053996e-01 1.347178e-03 4.651017e-01 6.201355e+03
2320 2.290437e+00 4.976900e-02 1.053348e-01 1.346579e-03 4.652448e-01 6.203264e+03
2330 2.299995e+00 4.971651e-02 1.052700e-01 1.345987e-03 4.653879e-01 6.205173e+03
2340 2.309549e+00 4.966431e-02 1.052053e-01 1.345401e-03 4.655311e-01 6.207081e+03
2350 2.319100e+00 4.961239e-02 1.051406e-01 1.344821e-03 4.656742e-01 6.208990e+03
2360 2.328646e+00 4.956075e-02 1.050760e-01 1.344248e-03 4.658174e-01 6.210898e+03
2370 2.338189e+00 4.950939e-02 1.050114e-01 1.343680e-03 4.659605e-01 6.212807e+03
2380 2.347727e+00 4.945831e-02 1.049470e-01 1.343118e-03 4.661036e-01 6.214715e+03
2390 2.357262e+00 4.940750e-02 1.048825e-01 1.342563e-03 4.662468e-01 6.216624e+03
2400 2.366793e+00 4.935697e-02 1.048182e-01 1.342013e-03 4.663899e-01 6.218532e+03
2410 2.376320e+00 4.930672e-02 1.047539e-01 1.341470e-03 4.665330e-01 6.220440e+03
2420 2.385843e+00 4.925674e-02 1.046896e-01 1.340932e-03 4.666761e-01 6.222349e+03
2430 2.395363e+00 4.920703e-02 1.046254e-01 1.340401e-03 4.668193e-01 6.224257e+03
2440 2.404878e+00 4.915759e-02 1.045613e-01 1.339875e-03 4.669624e-01 6.226165e+03
2450 2.414390e+00 4.910843e-02 1.044973e-01 1.339356e-03 4.671055e-01 6.228073e+03
2460 2.423897e+00 4.905952e-02 1.044333e-01 1.338842e-03 4.672485e-01 6.229981e+03
2470 2.433401e+00 4.901089e-02 1.043694e-01 1.338334e-03 4.673916e-01 6.231888e+03
2480 2.442901e+00 4.896252e-02 1.043055e-01 1.337832e-03 4.675347e-01 6.233796e+03
2490 2.452397e+00 4.891442e-02 1.042417e-01 1.337335e-03 4.676778e-01 6.235704e+03
2500 2.461890e+00 4.886658e-02 1.041779e-01 1.336845e-03 4.678208e-01 6.237611e+03
2510 2.471378e+00 4.881900e-02 1.041143e-01 1.336360e-03 4.679639e-01 6.239518e+03
2520 2.480862e+00 4.877167e-02 1.040506e-01 1.335881e-03 4.681069e-01 6.241425e+03
2530 2.490343e+00 4.872461e-02 1.039871e-01 1.335408e-03 4.682499e-01 6.243332e+03
2540 2.499820e+00 4.867781e-02 1.039236e-01 1.334940e-03 4.683929e-01 6.245239e+03
2550 2.509293e+00 4.863126e-02 1.038602e-01 1.334478e-03 4.685359e-01 6.247146e+03
2560 2.518762e+00 4.858496e-02 1.037968e-01 1.334021e-03 4.686789e-01 6.249052e+03
2570 2.528227e+00 4.853892e-02 1.037335e-01 1.333570e-03 4.688219e-01 6.250958e+03
2580 2.537689e+00 4.849313e-02 1.036703e-01 1.333125e-03 4.689648e-01 6.252864e+03
2590 2.547146e+00 4.844759e-02 1.036071e-01 1.332685e-03 4.691078e-01 6.254770e+03
2600 2.556600e+00 4.840229e-02 1.035440e-01 1.332250e-03 4.692507e-01 6.256676e+03
2610 2.566050e+00 4.835725e-02 1.034810e-01 1.331821e-03 4.693936e-01 6.258581e+03
2620 2.575496e+00 4.831245e-02 1.034180e-01 1.331398e-03 4.695365e-01 6.260486e+03
2630 2.584938e+00 4.826789e-02 1.033551e-01 1.330979e-03 4.696794e-01 6.262391e+03
2640 2.594376e+00 4.822358e-02 1.032923e-01 1.330566e-03 4.698222e-01 6.264296e+03
2650 2.603811e+00 4.817951e-02 1.032295e-01 1.330159e-03 4.699651e-01 6.266201e+03
2660 2.613242e+00 4.813568e-02 1.031668e-01 1.329757e-03 4.701079e-01 6.268105e+03
2670 2.622668e+00 4.809209e-02 1.031041e-01 1.329360e-03 4.702507e-01 6.270009e+03
2680 2.632091e+00 4.804873e-02 1.030415e-01 1.328968e-03 4.703935e-01 6.271913e+03
2690 2.641511e+00 4.800562e-02 1.029790e-01 1.328581e-03 4.705362e-01 6.273816e+03
2700 2.650926e+00 4.796273e-02 1.029166e-01 1.328200e-03 4.706790e-01 6.275720e+03
2710 2.660338e+00 4.792008e-02 1.028542e-01 1.327824e-03 4.708217e-01 6.277622e+03
2720 2.669745e+00 4.787766e-02 1.027919e-01 1.327453e-03 4.709644e-01 6.279525e+03
