step time inner_iter continuity_l2 mom_u_l2 mom_v_l2
1520 2.842443e+00 1 5.229569e-05 4.366796e-12 3.566780e-15
1530 2.859842e+00 1 5.097420e-05 4.290686e-12 3.552532e-15
1540 2.877229e+00 1 4.968040e-05 4.218418e-12 3.538606e-15
1550 2.894607e+00 1 4.841515e-05 4.149837e-12 3.524995e-15
1560 2.911973e+00 1 4.717928e-05 4.084791e-12 3.511692e-15
1570 2.929329e+00 1 4.597355e-05 4.023131e-12 3.498692e-15
1580 2.946674e+00 1 4.479868e-05 3.964712e-12 3.485989e-15
1590 2.964008e+00 1 4.365530e-05 3.909393e-12 3.473576e-15
1600 2.981332e+00 1 4.254400e-05 3.857034e-12 3.461448e-15
1610 2.998645e+00 1 4.146534e-05 3.807500e-12 3.449598e-15
1620 3.015948e+00 1 4.041998e-05 3.760661e-12 3.438021e-15
1630 3.033240e+00 1 3.940849e-05 3.716386e-12 3.426711e-15
1640 3.050521e+00 1 3.843133e-05 3.674552e-12 3.415662e-15
1650 3.067792e+00 1 3.748889e-05 3.635038e-12 3.404869e-15
1660 3.085052e+00 1 3.658150e-05 3.597724e-12 3.394325e-15
1670 3.102302e+00 1 3.570945e-05 3.562498e-12 3.384026e-15
1680 3.119541e+00 1 3.487302e-05 3.529249e-12 3.373967e-15
1690 3.136769e+00 1 3.407241e-05 3.497869e-12 3.364141e-15
1700 3.153987e+00 1 3.330779e-05 3.468256e-12 3.354544e-15
1710 3.171195e+00 1 3.257927e-05 3.440310e-12 3.345171e-15
1720 3.188392e+00 1 3.188694e-05 3.413935e-12 3.336017e-15
1730 3.205578e+00 1 3.123084e-05 3.389039e-12 3.327076e-15
1740 3.222754e+00 1 3.061094e-05 3.365534e-12 3.318344e-15
1750 3.239920e+00 1 3.002719e-05 3.508388e-12 3.314874e-15
1760 3.257075e+00 1 2.947961e-05 3.479751e-12 3.300217e-15
1770 3.274219e+00 1 2.896793e-05 3.459550e-12 3.292065e-15
1780 3.291353e+00 1 2.849189e-05 3.440317e-12 3.284104e-15
1790 3.308477e+00 1 2.805100e-05 3.421987e-12 3.276330e-15
1800 3.325590e+00 1 2.764463e-05 3.404497e-12 3.268739e-15
1810 3.342693e+00 1 2.727211e-05 3.387788e-12 3.261326e-15
1820 3.359785e+00 1 2.693275e-05 3.371804e-12 3.254087e-15
1830 3.376867e+00 1 2.662579e-05 3.356492e-12 3.247019e-15
1840 3.393938e+00 1 2.635043e-05 3.341801e-12 3.240117e-15
1850 3.411000e+00 1 2.610581e-05 3.327685e-12 3.233379e-15
1860 3.428050e+00 1 2.589099e-05 3.314100e-12 3.226799e-15
1870 3.445091e+00 1 2.570496e-05 3.301004e-12 3.220375e-15
1880 3.462121e+00 1 2.554666e-05 3.288359e-12 3.214103e-15
1890 3.479141e+00 1 2.541500e-05 3.276127e-12 3.207980e-15
1900 3.496151e+00 1 2.530883e-05 3.264275e-12 3.202001e-15
1910 3.513150e+00 1 2.522695e-05 3.252771e-12 3.196165e-15
1920 3.530139e+00 1 2.516828e-05 3.241585e-12 3.190467e-15
1930 3.547118e+00 1 2.513169e-05 3.230689e-12 3.184904e-15
1940 3.564086e+00 1 2.511591e-05 3.220059e-12 3.179475e-15
1950 3.581045e+00 1 2.511967e-05 3.209670e-12 3.174174e-15
1960 3.597993e+00 1 2.514175e-05 3.199500e-12 3.169000e-15
1970 3.614931e+00 1 2.518096e-05 3.189529e-12 3.163950e-15
1980 3.631858e+00 1 2.523612e-05 3.179739e-12 3.159021e-15
1990 3.648776e+00 1 2.530613e-05 3.170111e-12 3.154211e-15
2000 3.665683e+00 1 2.538988e-05 3.160631e-12 3.149515e-15
2010 3.682581e+00 1 2.548634e-05 3.151283e-12 3.144933e-15
2020 3.699468e+00 1 2.559447e-05 3.142055e-12 3.140461e-15
2030 3.716345e+00 1 2.571329e-05 3.132935e-12 3.136097e-15
2040 3.733212e+00 1 2.584187e-05 3.123911e-12 3.131839e-15
2050 3.750069e+00 1 2.597938e-05 3.114975e-12 3.127683e-15
2060 3.766916e+00 1 2.612501e-05 3.106116e-12 3.123629e-15
2070 3.783752e+00 1 2.627798e-05 3.097328e-12 3.119673e-15
2080 3.800579e+00 1 2.643758e-05 3.088603e-12 3.115814e-15
