step time f_darcy f_darcy_dpdx tau_avg u_bulk reynolds
1180 8.646593e-05 1.080268e-02 9.162578e-03 5.895002e-03 2.089398e+00 2.785864e+04
1190 8.646897e-05 1.094975e-02 9.344025e-03 5.859225e-03 2.069012e+00 2.758683e+04
1200 8.647203e-05 1.109755e-02 9.529345e-03 5.822827e-03 2.048795e+00 2.731726e+04
1210 8.647509e-05 1.124610e-02 9.718616e-03 5.785856e-03 2.028747e+00 2.704995e+04
1220 8.647818e-05 1.139545e-02 9.911917e-03 5.748358e-03 2.008867e+00 2.678489e+04
1230 8.648127e-05 1.154561e-02 1.010933e-02 5.710376e-03 1.989156e+00 2.652208e+04
1240 8.648438e-05 1.169663e-02 1.031094e-02 5.671953e-03 1.969613e+00 2.626151e+04
1250 8.648751e-05 1.184852e-02 1.051682e-02 5.633129e-03 1.950239e+00 2.600318e+04
1260 8.649064e-05 1.200132e-02 1.072707e-02 5.593944e-03 1.931032e+00 2.574709e+04
1270 8.649379e-05 1.215506e-02 1.094176e-02 5.554433e-03 1.911993e+00 2.549324e+04
1280 8.649696e-05 1.230977e-02 1.116100e-02 5.514635e-03 1.893121e+00 2.524162e+04
1290 8.650013e-05 1.246548e-02 1.138486e-02 5.474582e-03 1.874416e+00 2.499222e+04
1300 8.650332e-05 1.262222e-02 1.161345e-02 5.434311e-03 1.855878e+00 2.474504e+04
1310 8.650653e-05 1.278003e-02 1.184685e-02 5.393851e-03 1.837505e+00 2.450007e+04
1320 8.650974e-05 1.293894e-02 1.208516e-02 5.353235e-03 1.819298e+00 2.425731e+04
1330 8.651297e-05 1.309899e-02 1.232848e-02 5.312492e-03 1.801255e+00 2.401674e+04
1340 8.651622e-05 1.326020e-02 1.257690e-02 5.271650e-03 1.783377e+00 2.377836e+04
1350 8.651947e-05 1.342263e-02 1.283054e-02 5.230736e-03 1.765662e+00 2.354216e+04
1360 8.652274e-05 1.358629e-02 1.308948e-02 5.189773e-03 1.748110e+00 2.330813e+04
1370 8.652602e-05 1.375123e-02 1.335385e-02 5.148787e-03 1.730720e+00 2.307626e+04
1380 8.652931e-05 1.391747e-02 1.362374e-02 5.107798e-03 1.713491e+00 2.284654e+04
1390 8.653262e-05 1.408504e-02 1.389927e-02 5.066827e-03 1.696422e+00 2.261896e+04
1400 8.653594e-05 1.425399e-02 1.418055e-02 5.025894e-03 1.679513e+00 2.239351e+04
1410 8.653927e-05 1.442434e-02 1.446769e-02 4.985017e-03 1.662763e+00 2.217017e+04
1420 8.654262e-05 1.459612e-02 1.476081e-02 4.944213e-03 1.646171e+00 2.194894e+04
1430 8.654597e-05 1.476937e-02 1.506003e-02 4.903498e-03 1.629735e+00 2.172980e+04
1440 8.654934e-05 1.494411e-02 1.536547e-02 4.862887e-03 1.613456e+00 2.151275e+04
1450 8.655273e-05 1.512038e-02 1.567725e-02 4.822396e-03 1.597332e+00 2.129776e+04
